[header]
width=32
height=128
tilewidth=16
tileheight=16
orientation=orthogonal

[tilesets]
tileset=arne_sprites.png,16,16,0,0

[layer]
type=Tile Layer 1
data=
117,0,117,0,117,0,117,0,117,49,117,0,117,117,117,117,117,117,117,0,117,0,117,0,117,0,117,0,117,0,117,117,
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,
0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,103,
0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,103,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,0,97,115,0,0,0,0,97,115,0,0,113,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,97,103,104,0,0,97,115,0,0,0,0,97,115,0,0,113,0,103,
97,98,0,97,98,0,0,116,0,0,0,0,97,98,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,116,0,0,0,0,0,0,97,115,0,0,0,97,103,104,97,98,0,97,98,0,0,116,0,0,0,0,97,98,103,
120,0,0,0,97,98,0,0,0,0,0,0,97,115,0,103,104,0,0,116,0,0,0,0,0,0,97,115,0,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,97,98,0,0,0,0,0,0,97,115,0,
97,98,0,0,0,97,115,97,98,0,0,116,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
120,0,0,0,113,0,0,0,0,0,0,0,0,97,98,103,104,97,98,0,0,0,97,115,97,98,0,0,116,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,113,0,0,0,0,0,0,0,0,97,98,
0,0,97,98,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,97,103,104,0,0,0,0,0,0,0,0,0,97,98,0,0,0,0,
0,0,0,0,0,0,0,0,97,98,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,97,98,0,0,0,0,0,0,0,0,0,0,0,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
118,118,118,0,0,0,118,118,118,0,0,0,118,118,118,103,104,101,101,0,0,0,101,101,101,0,0,0,101,101,101,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
120,0,0,0,0,97,98,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,97,98,0,0,0,0,0,0,0,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,0,0,0,0,0,0,0,118,118,118,118,118,118,118,103,104,0,0,0,0,0,101,101,101,101,101,101,0,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,101,101,101,101,101,0,0,0,0,102,102,102,102,102,103,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,35,35,35,35,101,0,0,0,0,103,35,35,35,35,35,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,35,35,35,35,101,0,0,0,0,103,35,35,35,35,35,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,35,35,35,35,101,0,0,0,0,103,35,35,35,35,35,
120,117,117,117,117,117,117,117,0,0,0,0,0,0,0,103,35,35,35,35,35,101,0,0,0,0,103,35,35,35,35,35,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,35,35,35,35,101,0,0,0,0,103,35,35,35,35,35,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,35,35,35,35,101,0,0,0,0,103,35,35,35,35,35,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,35,35,35,35,101,0,0,0,0,103,35,35,35,35,35,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,35,35,35,35,101,0,0,0,0,103,35,35,35,35,35,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,35,35,35,35,101,0,0,0,101,103,35,35,35,35,35,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,35,35,35,35,101,0,0,0,103,101,35,35,35,35,35,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,35,35,35,35,101,0,0,0,103,35,35,35,35,35,35,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,35,35,35,35,101,0,0,0,103,35,35,35,35,35,35,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,35,35,35,35,101,0,0,0,103,35,35,35,35,35,35,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,35,35,35,101,101,0,0,0,103,35,35,35,35,35,35,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,35,35,35,35,104,0,0,0,103,35,35,35,35,35,35,
